Bug_ID,Bug_Title,Bug_Description,Category,Technology,Module,Environment,Severity,Priority,Status,Resolution,Expected_Resolution_Time
BUG00121,Catalog list queries fetch large datasets without limits,The database response size causes backend memory exhaustion when search results fetch unlimited rows.,Performance,Kubernetes,Pagination Helper,Kubernetes,Critical,P1,Fixed,Enforce pagination limits on catalog list API paths to cap resource load.,7
BUG00122,Null pointer exception in webhook listener handler,Incoming notification webhooks cause server exceptions because validation logic assumes key properties exist. Note: system transaction key 2126 was recorded.,Backend,Django,Webhook Sync,Linux,High,P2,Fixed,Implement request validation schemas to filter out incomplete webhook event payloads.,15
BUG00123,Browser reload clears user workflow settings,Users lose their current workflow configuration settings because reload actions clear local storage properties. Note: system transaction key 8187 was recorded.,Frontend,Angular,State Store,Web,Medium,P3,Fixed,Implement state persistence routines to save configurations in browser caches.,64
BUG00124,Startup failure due to missing mandatory configuration variables,Containers fail to boot up because mandatory token values are missing from system settings lists.,Configuration,Kubernetes,Env Config,Kubernetes,Low,P4,In Progress,Implement fallback settings inside properties config files to prevent startup crashes.,150
BUG00125,Readiness probe fails during pod initialization stages,Pod deployment steps fail to complete because readiness checks run against unmounted dependencies. Note: system transaction key 9674 was recorded.,Deployment,AWS,K8s Probes,AWS,Critical,P1,In Progress,Refactor check logic path dependencies to allow database services to launch.,8
BUG00126,Client profile updates do not show up due to stale cache,The dashboard displays stale profile records since invalidation commands fail to reach cache keys. Note: system transaction key 4986 was recorded.,Cache,Node.js,Eviction Hook,Web,High,P2,Closed,Add cache clearing commands to user profile update query procedures.,12
BUG00127,HTTP response client streams left unclosed,Server memory limits are exceeded because response streams remain open after API operations. Note: system transaction key 1678 was recorded.,Memory Leak,Spring Boot,HTTP Stream,Windows,Medium,P3,Fixed,Implement timeout limits on connection requests to automatically purge idle connections.,25
BUG00128,Shipper service drops logs when log files have invalid characters,Central logs dashboards lack query outputs because ingestion steps crash during parsing.,Logging,Azure,Log Shipper,Azure,Low,P4,Fixed,Configure log shipping nodes to bypass malformed json inputs without terminating pipelines.,138
BUG00129,Payment webhooks signature check fails,Webhooks are rejected because validation systems parse processed payload values instead of raw data. Note: system transaction key 8748 was recorded.,Payment,Express,Stripe Callback,Web,Critical,P1,In Progress,Verify signature validation libraries configuration and match webhook callback settings.,5
BUG00130,Fuzzy search returns empty values on close terms,Fuzzy search configurations miss valid target documents due to narrow metric settings.,Search,MongoDB,Fuzzy Search,Docker,High,P2,Fixed,Adjust fuzziness thresholds on key query parameters inside properties profiles.,16
BUG00131,Registration verification emails fail due to compilation crashes,Automated receipt dispatch operations fail due to syntax parsing errors in HTML templates. Note: system transaction key 2374 was recorded.,Notification,Node.js,Email Engine,Web,Medium,P3,Fixed,Implement schema checks to validate payload values before triggering compiler actions.,66
BUG00132,Validation allows upload of executable script files,Security systems accept malicious uploads because verification steps check extensions instead of content type. Note: system transaction key 3687 was recorded.,File Upload,Node.js,Security Sanitizer,Kubernetes,Low,P4,Fixed,Configure storage buckets to block execution permissions on uploaded file assets.,91
BUG00133,Session cookies miss HTTPOnly security identifiers,Vulnerability scanners report session hijacking risk due to missing cookie headers. Note: system transaction key 1883 was recorded.,Session Management,Node.js,Cookie Settings,Windows,Critical,P1,Fixed,Reconfigure gateway cookie settings to force secure transportation pathways.,6
BUG00134,Token verification fails following service reboot,The Azure authorization middleware returns authorization errors for valid tokens when the authentication process restarts.,Authentication,Azure,JWT Validator,Azure,High,P2,In Progress,Update the token service configuration files to retrieve public validation certificates from the secure config vault.,23
BUG00135,Concurrent cart modifications trigger database deadlock,Transactions fail when updating shopping cart contents due to database deadlocks on catalog tables.,Database,Laravel,TransactionManager,Web,Medium,P3,Open,Standardize query locking order across concurrent updates to avoid circular waits.,24
BUG00136,Unhandled server exception when API receives empty body,Sending requests with empty JSON bodies to /api/v1/auth causes unhandled exceptions on the server. Note: system transaction key 7083 was recorded.,API,Laravel,Controller,Linux,Low,P4,Closed,Introduce custom validation annotations to verify request body presence before executing parser code.,113
BUG00137,Navigation menu overlaps on mobile viewports,The dashboard menu overlaps content sections and collapses when viewed under narrow responsive mobile screens. Note: system transaction key 3042 was recorded.,UI,React,Navigation,Docker,Critical,P1,Open,Apply responsive media queries to hide side menu elements and render a burger menu button.,2
BUG00138,Gateway ingress conflicts drop routing paths,Requests fail to reach backend pods due to overlapping hostname parameters in gateway manifests. Note: system transaction key 3510 was recorded.,Network,Kubernetes,Ingress,Kubernetes,High,P2,Closed,"Update deployment manifests to specify explicit, non-overlapping server path patterns.",10
BUG00139,User lookup search box vulnerable to SQL injection,The application search engine concatenates search fields directly into SQL execute statements. Note: system transaction key 2314 was recorded.,Security,Azure,Security Sanitizer,Azure,Medium,P3,Open,Add query sanitation filters to intercept and neutralize SQL syntax characters in inputs.,71
BUG00140,PDF exporter spikes CPU usage to max capacity,The backend system crashes due to high processor load during bulk data export requests.,Performance,Azure,CPU Manager,Azure,Low,P4,Fixed,Implement request rate throttling on document exporter paths and apply query pagination limits.,78
BUG00141,Listener handler fails when webhooks lack context parameters,The event receiver crashes while parsing webhook requests that omit tracking data fields. Note: system transaction key 2026 was recorded.,Backend,Flask,Webhook Sync,Docker,Critical,P1,Fixed,Implement request validation schemas to filter out incomplete webhook event payloads.,3
